time,temp,rain,Tm,pop,dpopdt,season1,season2,season3,season4,season5,season6,RH,rain_chirps
2000.75,28.6129,0,22.6419,2688153.657,0,0.0208,0,0,0.0208,0.4792,0.4792,67.5484,14.7843
2000.8333,25.5931,0,16.5586,2688153.657,0,0.1667,0,0,0,0.1667,0.6667,53.5172,0.2386
2000.9167,22.84,0,12.836,2688153.657,0,0.4792,0.0208,0,0,0.0208,0.4792,45.64,0
2001,21.4677,0,13.5871,2876374,188220,0.6667,0.1667,0,0,0,0.1667,50.9677,0
2001.0833,22.7786,0,13.8786,2876374,0,0.4792,0.4792,0.0208,0,0,0.0208,51.75,0
2001.1667,26.4419,0,18.5774,2876374,0,0.1667,0.6667,0.1667,0,0,0,59.8387,0
2001.25,29.7517,0,21.8862,2876374,0,0.0208,0.4792,0.4792,0.0208,0,0,54.8966,0
2001.3333,30.2133,1.4817,27.01,2876374,0,0,0.1667,0.6667,0.1667,0,0,73,4.6228
2001.4167,29.1444,11.5241,27.0037,2876374,0,0,0.0208,0.4792,0.4792,0.0208,0,81.3333,369.6858
2001.5,27.6633,11.167,25.5767,2876374,0,0,0,0.1667,0.6667,0.1667,0,86.5667,312.4675
2001.5833,27.8968,7.9152,25.8129,2876374,0,0,0,0.0208,0.4792,0.4792,0.0208,83.7419,246.2475
2001.6667,29.0967,0.6353,25.61,2876374,0,0,0,0,0.1667,0.6667,0.1667,77.2,42.0372
2001.75,28.0759,1.9359,22.1483,2876374,0,0.0208,0,0,0.0208,0.4792,0.4792,69.1724,50.7291
2001.8333,25.9793,0,16.4586,2876374,0,0.1667,0,0,0,0.1667,0.6667,50.6207,0.2386
2001.9167,22.9607,0,14.0536,2876374,0,0.4792,0.0208,0,0,0.0208,0.4792,54.3929,0.0565
2002,21.4759,0,13.6379,3045652.862,169279,0.6667,0.1667,0,0,0,0.1667,50.694831,0
2002.0833,24.3036,0,15.5464,3045652.862,0,0.4792,0.4792,0.0208,0,0,0.0208,45.221814,0
2002.1667,26.9871,0.131,19.1355,3045652.862,0,0.1667,0.6667,0.1667,0,0,0,53.364168,1.2881
2002.25,29.6467,0,22.8067,3045652.862,0,0.0208,0.4792,0.4792,0.0208,0,0,58.707,0.0352
2002.3333,31.016,0.01,27.708,3045652.862,0,0,0.1667,0.6667,0.1667,0,0,70.1316,0
2002.4167,29.9,14.4042,27.3458,3045652.862,0,0,0.0208,0.4792,0.4792,0.0208,0,77.549967,429.7622
2002.5,28.8233,2.329,26.8933,3045652.862,0,0,0,0.1667,0.6667,0.1667,0,80.487,64.4263
2002.5833,27.0172,14.8193,25.2552,3045652.862,0,0,0,0.0208,0.4792,0.4792,0.0208,85.993479,385.2194
2002.6667,27.65,2.8957,24.3867,3045652.862,0,0,0,0,0.1667,0.6667,0.1667,79.365033,76.7514
2002.75,28.2759,0,21.4483,3045652.862,0,0.0208,0,0,0.0208,0.4792,0.4792,66.125169,0.525
2002.8333,24.7733,0,16.53,3045652.862,0,0.1667,0,0,0,0.1667,0.6667,55.044,3.3882
2002.9167,22.9645,0,14.1677,3045652.862,0,0.4792,0.0208,0,0,0.0208,0.4792,57.867084,0
2003,22.6467,0,14.4433,3224894.035,179241,0.6667,0.1667,0,0,0,0.1667,52.1667,0
2003.0833,24.0357,2.3221,16.8143,3224894.035,0,0.4792,0.4792,0.0208,0,0,0.0208,58.221415,0.1476
2003.1667,27.031,0,17.6172,3224894.035,0,0.1667,0.6667,0.1667,0,0,0,48.089665,0
2003.25,29.4633,0,22.6367,3224894.035,0,0.0208,0.4792,0.4792,0.0208,0,0,59.881635,0
2003.3333,30.5129,0,26.6323,3224894.035,0,0,0.1667,0.6667,0.1667,0,0,66.346765,0
2003.4167,30.0852,12.5874,27.3074,3224894.035,0,0,0.0208,0.4792,0.4792,0.0208,0,76.52782,368.5306
2003.5,28.16,22.2337,26.0367,3224894.035,0,0,0,0.1667,0.6667,0.1667,0,84.17,527.1221
2003.5833,27.8032,10.5042,25.5903,3224894.035,0,0,0,0.0208,0.4792,0.4792,0.0208,82.374215,296.0003
2003.6667,27.8033,7.0273,25.4067,3224894.035,0,0,0,0,0.1667,0.6667,0.1667,78.438365,111.1779
2003.75,27.4065,0.1968,20.2871,3224894.035,0,0.0208,0,0,0.0208,0.4792,0.4792,62.975785,7.865
2003.8333,25.71,0,18.6367,3224894.035,0,0.1667,0,0,0,0.1667,0.6667,60.42,0.2188
2003.9167,22.2935,0,15.2032,3224894.035,0,0.4792,0.0208,0,0,0.0208,0.4792,59.32902,0
2004,21.1645,0,13.5903,3414683.816,189790,0.6667,0.1667,0,0,0,0.1667,58.654805,0
2004.0833,23.2966,0,15.0655,3414683.816,0,0.4792,0.4792,0.0208,0,0,0.0208,51.36555,0
2004.1667,28.3903,0.2868,19.1258,3414683.816,0,0.1667,0.6667,0.1667,0,0,0,43.08706,0
2004.25,29.42,0,24.65,3414683.816,0,0.0208,0.4792,0.4792,0.0208,0,0,65.993365,0
2004.3333,31.1355,0.3606,27.529,3414683.816,0,0,0.1667,0.6667,0.1667,0,0,61.75,0
2004.4167,29.8667,10.583,27.23,3414683.816,0,0,0.0208,0.4792,0.4792,0.0208,0,74.036635,362.6092
2004.5,28.2258,22.3845,26.0806,3414683.816,0,0,0,0.1667,0.6667,0.1667,0,80.811275,505.8617
2004.5833,27.0774,22.3848,25.3935,3414683.816,0,0,0,0.0208,0.4792,0.4792,0.0208,84.12098,622.7363
2004.6667,28.59,1.2023,25.2933,3414683.816,0,0,0,0,0.1667,0.6667,0.1667,74.195,86.5393
2004.75,27.4355,1.2784,21.4903,3414683.816,0,0.0208,0,0,0.0208,0.4792,0.4792,61.933825,13.4352
2004.8333,26.93,0,19.46,3414683.816,0,0.1667,0,0,0,0.1667,0.6667,54.783365,3.351
2004.9167,23.5867,0.4063,15.85,3414683.816,0,0.4792,0.0208,0,0,0.0208,0.4792,52.598365,0
2005,20.6742,0.0081,13.4129,3615643.006,200959,0.6667,0.1667,0,0,0,0.1667,53.4839,0
2005.0833,22.9893,0,15.7893,3615643.006,0,0.4792,0.4792,0.0208,0,0,0.0208,51.9286,0
2005.1667,27.2548,0,20.071,3615643.006,0,0.1667,0.6667,0.1667,0,0,0,52.1935,0
2005.25,29.8833,0,22.98,3615643.006,0,0.0208,0.4792,0.4792,0.0208,0,0,51.3667,0.0186
2005.3333,30.6484,0,26.6484,3615643.006,0,0,0.1667,0.6667,0.1667,0,0,68.0645,0
2005.4167,30.0567,25.0363,27.6467,3615643.006,0,0,0.0208,0.4792,0.4792,0.0208,0,76.7,564.7757
2005.5,28.8581,13.1835,26.7097,3615643.006,0,0,0,0.1667,0.6667,0.1667,0,82.6452,452.9842
2005.5833,27.6903,9.3487,25.3419,3615643.006,0,0,0,0.0208,0.4792,0.4792,0.0208,84.3548,167.7459
2005.6667,27.7633,12.0313,25.16,3615643.006,0,0,0,0,0.1667,0.6667,0.1667,85.8,378.505
2005.75,28.0613,0,22.0161,3615643.006,0,0.0208,0,0,0.0208,0.4792,0.4792,64.5806,9.302
2005.8333,24.8917,1.1642,16.6333,3615643.006,0,0.1667,0,0,0,0.1667,0.6667,54.9167,7.092
2005.9167,21.671,0,14.5226,3615643.006,0,0.4792,0.0208,0,0,0.0208,0.4792,53.8387,0
2006,22.1194,0,14.4871,3828428.941,212786,0.6667,0.1667,0,0,0,0.1667,53.730948,0.2636
2006.0833,25.8107,0,17.5643,3828428.941,0,0.4792,0.4792,0.0208,0,0,0.0208,49.943586,0
2006.1667,26.9742,0.041,19.5806,3828428.941,0,0.1667,0.6667,0.1667,0,0,0,51.493578,1.575
2006.25,29.1933,0,23.6,3828428.941,0,0.0208,0.4792,0.4792,0.0208,0,0,63.681966,0
2006.3333,30.4233,0.0253,27.6133,3828428.941,0,0,0.1667,0.6667,0.1667,0,0,73.610034,9.7217
2006.4167,29.8483,10.2214,27.2793,3828428.941,0,0,0.0208,0.4792,0.4792,0.0208,0,79.454532,329.0993
2006.5,28.1613,24.1965,26.1581,3828428.941,0,0,0,0.1667,0.6667,0.1667,0,88.641264,726.3944
2006.5833,27.3,11.09,25.4333,3828428.941,0,0,0,0.0208,0.4792,0.4792,0.0208,90.609966,484.5991
2006.6667,28.7,2.2963,25.6208,3828428.941,0,0,0,0,0.1667,0.6667,0.1667,84.2775,183.5562
2006.75,28.6903,0.4919,22.8806,3828428.941,0,0.0208,0,0,0.0208,0.4792,0.4792,69.524526,38.135
2006.8333,25.9267,0.2963,19.2133,3828428.941,0,0.1667,0,0,0,0.1667,0.6667,59.466,7.649
2006.9167,23.571,0,16.8516,3828428.941,0,0.4792,0.0208,0,0,0.0208,0.4792,63.43737,0
2007,22.5387,0.4181,15.6,4053737.643,225309,0.6667,0.1667,0,0,0,0.1667,53.475785,0
2007.0833,24.4536,0.2179,17.8107,4053737.643,0,0.4792,0.4792,0.0208,0,0,0.0208,59.68033,0
2007.1667,30.09,0,24.1433,4053737.643,0,0.1667,0.6667,0.1667,0,0,0,57.728365,0
2007.25,30.5759,0.1752,27.3828,4053737.643,0,0.0208,0.4792,0.4792,0.0208,0,0,66.5,0
2007.3333,30.4233,5.021,27.3367,4053737.643,0,0,0.1667,0.6667,0.1667,0,0,74.353365,0
2007.4167,28.7097,12.119,26.4226,4053737.643,0,0,0.0208,0.4792,0.4792,0.0208,0,81.30157,315.8429
2007.5,27.8367,22.7583,25.63,4053737.643,0,0,0,0.1667,0.6667,0.1667,0,83.346635,673.3362
2007.5833,28.24,13.427,25.6033,4053737.643,0,0,0,0.0208,0.4792,0.4792,0.0208,81.225,532.6599
2007.6667,27.6333,0,20.76,4053737.643,0,0,0,0,0.1667,0.6667,0.1667,61.338365,257.4685
2007.75,25.7067,0.1017,18.4533,4053737.643,0,0.0208,0,0,0.0208,0.4792,0.4792,58.836635,8.6019
2007.8333,23.0129,0,16.8161,4053737.643,0,0.1667,0,0,0,0.1667,0.6667,54.517745,12.2292
2007.9167,20.8516,0,14.0968,4053737.643,0,0.4792,0.0208,0,0,0.0208,0.4792,53.41451,0
2008,21.6448,0.0352,13.5517,4072928,19190,0.6667,0.1667,0,0,0,0.1667,45.7241,0
2008.0833,22.6448,1.0352,14.5517,4072928,0,0.4792,0.4792,0.0208,0,0,0.0208,46.7241,0
2008.1667,26.8613,0,19.7548,4072928,0,0.1667,0.6667,0.1667,0,0,0,56.6129,0
2008.25,29.6533,0,23.69,4072928,0,0.0208,0.4792,0.4792,0.0208,0,0,59.5667,0
2008.3333,29.8419,0,27.1258,4072928,0,0,0.1667,0.6667,0.1667,0,0,74.5161,0
2008.4167,29.25,10.659,27.04,4072928,0,0,0.0208,0.4792,0.4792,0.0208,0,83.3333,192.8783
2008.5,28.1645,14.5352,25.9871,4072928,0,0,0,0.1667,0.6667,0.1667,0,86.5484,473.4475
2008.5833,27.3433,11.4133,25.31,4072928,0,0,0,0.0208,0.4792,0.4792,0.0208,85.7333,362.148
2008.6667,27.6967,7.29,24.9767,4072928,0,0,0,0,0.1667,0.6667,0.1667,84.1333,384.839
2008.75,27.9419,0,21.9129,4072928,0,0.0208,0,0,0.0208,0.4792,0.4792,66.7419,16.0062
2008.8333,26.0267,0,18.9533,4072928,0,0.1667,0,0,0,0.1667,0.6667,54.0667,1.9382
2008.9167,24.2567,0,17.9467,4072928,0,0.4792,0.0208,0,0,0.0208,0.4792,60.2667,0.7108
2009,22.8903,0,16.6258,4243741,170813,0.6667,0.1667,0,0,0,0.1667,64.693545,1.5763
2009.0833,24.5429,0,16.9679,4243741,0,0.4792,0.4792,0.0208,0,0,0.0208,57.112545,0
2009.1667,28.3733,0,20.93,4243741,0,0.1667,0.6667,0.1667,0,0,0,52.639965,0
2009.25,31.1276,0,24.6552,4243741,0,0.0208,0.4792,0.4792,0.0208,0,0,51.305205,0.1282
2009.3333,30.2935,0,27.4129,4243741,0,0,0.1667,0.6667,0.1667,0,0,75.328995,0
2009.4167,30.3276,1.4279,27.6517,4243741,0,0,0.0208,0.4792,0.4792,0.0208,0,79.148265,34.1629
2009.5,27.8613,29.5794,25.5097,4243741,0,0,0,0.1667,0.6667,0.1667,0,93.991905,866.7952
2009.5833,28.4533,7.2307,26.4933,4243741,0,0,0,0.0208,0.4792,0.4792,0.0208,87.010035,208.4987
2009.6667,29.41,3.3947,26.3867,4243741,0,0,0,0,0.1667,0.6667,0.1667,82.600035,95.528
2009.75,27.929,1.9665,21.7935,4243741,0,0.0208,0,0,0.0208,0.4792,0.4792,67.504815,51.9664
2009.8333,25.8767,0.1777,19.99,4243741,0,0.1667,0,0,0,0.1667,0.6667,64.89,21.1568
2009.9167,23.7387,0.0329,17.4645,4243741,0,0.4792,0.0208,0,0,0.0208,0.4792,63.169365,0
2010,23.4645,0.0984,16.6774,4414554,170813,0.6667,0.1667,0,0,0,0.1667,52.8387,0
2010.0833,24.4714,0,17.9214,4414554,0,0.4792,0.4792,0.0208,0,0,0.0208,53.7143,0.4265
2010.1667,28.2226,0,21.7065,4414554,0,0.1667,0.6667,0.1667,0,0,0,55.1613,0
2010.25,30.77,0,25.4467,4414554,0,0.0208,0.4792,0.4792,0.0208,0,0,62.6,0.0237
2010.3333,31.9161,0,28.2,4414554,0,0,0.1667,0.6667,0.1667,0,0,67.4516,0
2010.4167,30.6552,3.3983,27.7138,4414554,0,0,0.0208,0.4792,0.4792,0.0208,0,79.5172,152.0368
2010.5,28.5226,13.5684,26.2581,4414554,0,0,0,0.1667,0.6667,0.1667,0,87.871,609.4321
2010.5833,27.9833,11.8787,26.2133,4414554,0,0,0,0.0208,0.4792,0.4792,0.0208,88.0667,518.4614
2010.6667,28.2167,15.3837,25.6867,4414554,0,0,0,0,0.1667,0.6667,0.1667,84.8667,334.9554
2010.75,28.5806,6.1781,24.2516,4414554,0,0.0208,0,0,0.0208,0.4792,0.4792,75.4516,45.094
2010.8333,26.731,1.1038,22.3621,4414554,0,0.1667,0,0,0,0.1667,0.6667,75.3793,33.4683
2010.9167,21.4258,0,15.2903,4414554,0,0.4792,0.0208,0,0,0.0208,0.4792,65.2581,0
2011,21.0742,0,13.7032,4585367,170813,0.6667,0.1667,0,0,0,0.1667,53.6774,0
2011.0833,23.9714,0,16.8393,4585367,0,0.4792,0.4792,0.0208,0,0,0.0208,56.5357,0
2011.1667,27.7871,0,20.0452,4585367,0,0.1667,0.6667,0.1667,0,0,0,49.7097,0
2011.25,29.4,0,23.52,4585367,0,0.0208,0.4792,0.4792,0.0208,0,0,65.2,0
2011.3333,30.329,0,27.4032,4585367,0,0,0.1667,0.6667,0.1667,0,0,73.0323,0
2011.4167,30.304,2.1128,27.988,4585367,0,0,0.0208,0.4792,0.4792,0.0208,0,77.48,99.7522
2011.5,28.3533,11.0403,26.44,4585367,0,0,0,0.1667,0.6667,0.1667,0,85.9667,723.4762
2011.5833,27.571,16.8384,25.6677,4585367,0,0,0,0.0208,0.4792,0.4792,0.0208,89.7742,552.9491
2011.6667,27.6967,8.89,25.4233,4585367,0,0,0,0,0.1667,0.6667,0.1667,85.0333,155.7697
2011.75,29.1194,0,24.1,4585367,0,0.0208,0,0,0.0208,0.4792,0.4792,63.871,18.785
2011.8333,27.5233,0,21.16,4585367,0,0.1667,0,0,0,0.1667,0.6667,54.8667,5.2412
2011.9167,23.4323,0,16.7871,4585367,0,0.4792,0.0208,0,0,0.0208,0.4792,58.6452,0
2012,20.4935,0,13.8742,4706296,120929,0.6667,0.1667,0,0,0,0.1667,55.227704,0
2012.0833,23.0345,0,15.6552,4706296,0,0.4792,0.4792,0.0208,0,0,0.0208,48.7931,0
2012.1667,26.7258,0,19.3903,4706296,0,0.1667,0.6667,0.1667,0,0,0,50.3548,0
2012.25,29.9133,0,25.1067,4706296,0,0.0208,0.4792,0.4792,0.0208,0,0,62.6667,0
2012.3333,30.3097,0,27.4,4706296,0,0,0.1667,0.6667,0.1667,0,0,72.6129,0
2012.4167,30.4759,2.9517,27.5586,4706296,0,0,0.0208,0.4792,0.4792,0.0208,0,76.1724,98.8359
2012.5,29.0097,4.711,26.9452,4706296,0,0,0,0.1667,0.6667,0.1667,0,84,428.4379
2012.5833,28.1241,4.4666,26.3897,4706296,0,0,0,0.0208,0.4792,0.4792,0.0208,85.4828,274.5494
2012.6667,27.9,15.7147,25.5933,4706296,0,0,0,0,0.1667,0.6667,0.1667,85,287.5136
2012.75,28.8742,0.2623,23.8935,4706296,0,0.0208,0,0,0.0208,0.4792,0.4792,67.2581,29.6484
2012.8333,25.49,0,18.8,4706296,0,0.1667,0,0,0,0.1667,0.6667,52.0667,8.5357
2012.9167,24.4903,0,18.5065,4706296,0,0.4792,0.0208,0,0,0.0208,0.4792,55.7097,0
2013,21.6677,0,14.6032,4891945,185649,0.6667,0.1667,0,0,0,0.1667,51.7419,0
2013.0833,24.7643,0,18.5821,4891945,0,0.4792,0.4792,0.0208,0,0,0.0208,49.555701,0
2013.1667,28.0355,0,21.4548,4891945,0,0.1667,0.6667,0.1667,0,0,0,44.849994,0
2013.25,29.4433,0.0677,24.4067,4891945,0,0.0208,0.4792,0.4792,0.0208,0,0,55.551969,1.7244
2013.3333,30.6194,0,27.6226,4891945,0,0,0.1667,0.6667,0.1667,0,0,67.350042,1.648
2013.4167,28.8966,24.5148,26.1276,4891945,0,0,0.0208,0.4792,0.4792,0.0208,0,77.799336,607.0382
2013.5,27.5233,21.446,25.68,4891945,0,0,0,0.1667,0.6667,0.1667,0,82.707969,708.5312
2013.5833,27.2935,9.6929,25.4387,4891945,0,0,0,0.0208,0.4792,0.4792,0.0208,80.220033,252.833
2013.6667,28.3222,2.9826,25.6407,4891945,0,0,0,0,0.1667,0.6667,0.1667,75.915528,249.4809
2013.75,28.3548,0.4177,24.3742,4891945,0,0.0208,0,0,0.0208,0.4792,0.4792,66.869976,50.7384
2013.8333,26.6367,0,20.94,4891945,0,0.1667,0,0,0,0.1667,0.6667,52.700031,0.2198
2013.9167,22.9903,0,17.0581,4891945,0,0.4792,0.0208,0,0,0.0208,0.4792,54.75003,0
2014,22.269,0,17.0655,5084688,192743,0.6667,0.1667,0,0,0,0.1667,56.50866,1.089
2014.0833,23.975,0,19.2821,5084688,0,0.4792,0.4792,0.0208,0,0,0.0208,53.675,0
2014.1667,27.5871,0,22.229,5084688,0,0.1667,0.6667,0.1667,0,0,0,49.583825,0
2014.25,30.0367,0,25.6133,5084688,0,0.0208,0.4792,0.4792,0.0208,0,0,56.683365,0.1264
2014.3333,31.1548,0,28.0774,5084688,0,0,0.1667,0.6667,0.1667,0,0,65.76451,0
2014.4167,31.25,0,29.2393,5084688,0,0,0.0208,0.4792,0.4792,0.0208,0,69.825,10.3158
2014.5,29.8444,0.5928,27.9278,5084688,0,0,0,0.1667,0.6667,0.1667,0,75.208365,818.5978
2014.5833,28.7333,3.1686,26.9524,5084688,0,0,0,0.0208,0.4792,0.4792,0.0208,79.34761,273.6763
2014.6667,28.9,0,26.568,5084688,0,0,0,0,0.1667,0.6667,0.1667,75.81,135.0959
2014.75,30.2355,0,25.7677,5084688,0,0.0208,0,0,0.0208,0.4792,0.4792,59.20647,13.6842
2014.8333,28.0567,0,23.0433,5084688,0,0.1667,0,0,0,0.1667,0.6667,55.068365,9.7618
2014.9167,23.3172,0,17.9552,5084688,0,0.4792,0.0208,0,0,0.0208,0.4792,48.581005,0.222
